NCBI_taxonomy_name,fmin,fmax
Brevibacillus brevis,44894,45332
Campylobacter jejuni,0,747
Pseudomonas aeruginosa,6223618,6224407
Elizabethkingia meningoseptica,0,879
Pseudomonas aeruginosa,4843811,4844186
Escherichia coli,891183,891906
Geobacillus stearothermophilus,0,1377
Pseudomonas aeruginosa,0,1434
Chlamydia trachomatis,0,1335
Enterococcus faecium,60337,61609
Pseudomonas aeruginosa,2810008,2813197
Mycobacterium leprae,2273268,2276805
Pseudomonas aeruginosa,476332,477790
Acinetobacter baumannii,9883,10249
Acinetobacter gyllenbergii,124018,124807
Acinetobacter pittii,0,1152
Acinetobacter pittii,0,1152
Enterobacter cloacae,0,1146
Acinetobacter pittii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter pittii,0,1152
Pseudomonas aeruginosa,2850882,2854014
Acinetobacter baumannii,0,825
Acinetobacter venetianus,267572,268400
Pseudomonas aeruginosa,2847775,2850886
Acinetobacter bereziniae,21327,22158
Acinetobacter baumannii,0,825
Campylobacter jejuni,0,750
Campylobacter jejuni,0,774
Pseudomonas aeruginosa,17219,18008
Staphylococcus arlettae,79488,80337
Alkalihalobacillus clausii,3312,4236
Moraxella catarrhalis,1975,2917
Elizabethkingia meningoseptica,0,879
Enterobacter cloacae,0,1146
Mycobacterium tuberculosis,3448503,3449991
Pseudomonas aeruginosa,1472546,1473980
Acinetobacter rudis,7477,8257
Enterococcus faecalis,3811,4615
Acinetobacter baumannii,34580,35369
Acinetobacter sp.,55968,56760
Escherichia coli,0,813
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,825
Legionella pneumophila,3280793,3281861
Legionella pneumophila,3281865,3284910
Citrobacter freundii,2483,3629
Acinetobacter calcoaceticus,1454173,1454995
Pseudomonas aeruginosa,0,1116
Pseudomonas aeruginosa,0,1194
Streptoalloteichus tenebrarius,100,748
Escherichia coli,1671,3207
Acinetobacter sp.,76527,77370
Achromobacter sp.,15,753
Acinetobacter courvalinii,98,836
Pseudomonas aeruginosa,2503424,2503895
Acinetobacter baumannii,0,825
Escherichia coli,59421,59841
Salmonella enterica,36822,37245
Moraxella catarrhalis,0,1077
Escherichia coli,0,1104
Vibrio cholerae,0,1056
Campylobacter coli,0,774
Achromobacter insuavis,0,828
Escherichia coli,5101371,5102712
Acinetobacter baumannii,0,1152
Burkholderia pseudomallei,0,1122
Vibrio cholerae,786,1821
Staphylococcus arlettae,2236,3085
Bacillus atrophaeus,17603,18410
Serratia marcescens,189,1068
Moraxella catarrhalis,62,1007
Serratia sp.,4318934,4320059
Mycoplasma gallisepticum,80510,83423
Streptococcus oralis,220125,220929
Brachyspira hyodysenteriae,2512812,2515808
Moraxella catarrhalis,317713,320869
Helicobacter pylori,0,2975
Achromobacter insuavis,22598,23990
Achromobacter insuavis,27130,28306
Achromobacter insuavis,28538,29177
Achromobacter insuavis,23986,27124
Clostridium botulinum,3035492,3036527
Pseudomonas aeruginosa,0,1116
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,100,1252
Escherichia coli,237159,240063
Escherichia coli,237159,240063
Propionibacterium freudenreichii,1849,4984
Mycobacterium tuberculosis,3073679,3074471
Mycobacterium tuberculosis,2746134,2747598
Mycolicibacterium smegmatis,0,3162
Mycobacterium avium,0,3112
Mycobacterium intracellulare,0,3103
Mycobacterium intracellulare,0,3103
Mycobacterium kansasii,5018387,5021505
Others,100,1252
Chlamydomonas reinhardtii,148590,151993
Escherichia coli,237159,240063
Mycobacteroides abscessus,1464207,1467319
Streptococcus pneumoniae,1692408,1695312
Escherichia coli,237159,240063
Chlamydia trachomatis,0,2940
Acinetobacter baumannii,0,825
Mycoplasma pneumoniae,0,2905
Halobacterium salinarum,2910,5815
Streptococcus pneumoniae,1692408,1695312
Mycobacterium tuberculosis,2986838,2987615
Macrococcus caseolyticus,15437,17474
Escherichia coli,0,1233
Salmonella enterica,1685,2858
Mycobacterium leprae,40191,40740
Mycobacterium tuberculosis,409361,410801
Bacillus anthracis,500,1271
Pseudomonas aeruginosa,0,1116
Acinetobacter baumannii,0,1152
Campylobacter jejuni,9695,10589
Klebsiella pneumoniae,3136,4762
Elizabethkingia meningoseptica,0,873
Pseudomonas aeruginosa,45,828
Escherichia coli,237159,240063
Vibrio cholerae,1674272,1675445
Enterobacter cloacae,0,858
Cereibacter sphaeroides,874560,875703
Mycoplasma hominis,333282,336166
Nocardia farcinica,4835199,4838688
Escherichia coli,4377810,4378944
Buttiauxella agrestis,959,2153
Acinetobacter pittii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter pittii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,53,1205
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1167
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,379,1531
Escherichia coli,2416338,2418066
Salmonella enterica,2373709,2376346
Empedobacter falsenii,0,708
Pseudomonas aeruginosa,0,1194
Escherichia coli,2336792,2339420
Pseudomonas aeruginosa,0,1116
Pseudomonas aeruginosa,100,1294
Pseudomonas aeruginosa,0,1116
Pseudomonas aeruginosa,0,1116
Pseudomonas aeruginosa,0,1116
Pseudomonas aeruginosa,0,1116
Acinetobacter baumannii,0,1152
Pseudomonas aeruginosa,0,1116
Pseudomonas aeruginosa,0,1116
Pseudomonas aeruginosa,0,1116
Pseudomonas aeruginosa,88827,90021
Pseudomonas aeruginosa,0,1116
Pseudomonas aeruginosa,0,1110
Pseudomonas aeruginosa,0,1107
Pseudomonas aeruginosa,0,1107
Pseudomonas aeruginosa,0,1104
Pseudomonas aeruginosa,0,1110
Pseudomonas aeruginosa,0,1116
Brevibacillus brevis,0,660
Acidaminococcus fermentans,239,1094
uncultured bacterium,100,964
Acinetobacter calcoaceticus,0,1152
Enterobacter asburiae,140925,141723
Shewanella sp.,0,798
Vibrio cholerae,1687437,1688259
Acinetobacter baumannii,0,825
Acinetobacter calcoaceticus,972088,972910
Escherichia coli,0,1536
uncultured bacterium,22312,23515
uncultured bacterium,19653,21573
Haemophilus influenzae,1197839,1199672
Acinetobacter calcoaceticus,349333,350155
Aeromonas enteropelogenes,0,1149
Elizabethkingia anophelis,3053571,3054321
Agrobacterium fabrum,147,777
Campylobacter coli,308,932
Streptococcus suis,2658,3309
Enterococcus faecium,17463,18111
Staphylococcus intermedius,207,855
Enterococcus faecalis,8934,9582
Vibrio anguillarum,478,1129
Pseudomonas aeruginosa,779462,780101
Pseudomonas aeruginosa,0,1194
Moraxella catarrhalis,16203,17940
Staphylococcus aureus,1855,3484
Acinetobacter sp.,194492,195335
Acinetobacter baumannii,0,828
Campylobacter jejuni,0,774
Achromobacter sp.,0,828
Staphylococcus arlettae,2236,3085
Acinetobacter baumannii,0,1152
Pseudomonas fluorescens,0,885
Clostridium botulinum,0,927
Elizabethkingia meningoseptica,0,879
Mycobacterium tuberculosis,2714123,2715332
Neisseria gonorrhoeae,1956330,1957185
Mycobacterium tuberculosis,1674201,1675011
Mycobacterium tuberculosis,3571601,3572543
Pandoraea pnomenusa,1909222,1910080
Acinetobacter pittii,256342,257164
Acinetobacter sp.,142138,142960
Acinetobacter baumannii,0,825
Campylobacter jejuni,0,774
Achromobacter sp.,0,828
Staphylococcus arlettae,2236,3085
Escherichia coli,126,1272
Chryseobacterium gleum,436,1315
Elizabethkingia meningoseptica,0,873
Pandoraea pnomenusa,3,861
Acinetobacter lactucae,134980,135802
Acinetobacter sp.,348832,349654
Acinetobacter baumannii,0,825
Achromobacter insuavis,0,828
Staphylococcus arlettae,2237,3086
Klebsiella pneumoniae,8602,9544
Elizabethkingia meningoseptica,0,756
Enterobacter cloacae,0,858
Mycobacterium tuberculosis,53662,55699
Pandoraea apista,23801,24671
Acinetobacter pittii,306251,307073
Acinetobacter sp.,299955,300792
Acinetobacter baumannii,0,825
Campylobacter jejuni,651045,651807
Staphylococcus arlettae,2236,3085
Acinetobacter baumannii,30,1185
Bacillus pumilus,2349398,2350187
Chryseobacterium indologenes,0,879
Elizabethkingia meningoseptica,0,756
Pandoraea sputorum,4449571,4450450
Acinetobacter pittii,1170132,1170954
Acinetobacter baumannii,0,825
Campylobacter jejuni,0,762
Nocardia asteroides,159,1092
Chryseobacterium indologenes,0,879
Elizabethkingia meningoseptica,0,756
Enterobacter cloacae,0,879
Pandoraea sputorum,169,1048
Acinetobacter guillouiae,17227,18073
Acinetobacter gerneri,348498,349338
Shewanella xiamenensis,0,798
Aliarcobacter butzleri,0,762
Chryseobacterium indologenes,0,879
Elizabethkingia meningoseptica,0,756
Pandoraea pulmonicola,4174490,4175342
Acinetobacter schindleri,54643,55474
Acinetobacter baumannii,0,825
Acinetobacter baumannii,13,838
Brachybacterium faecium,2516712,2517609
Acinetobacter calcoaceticus,0,822
Campylobacter jejuni,0,747
Chryseobacterium indologenes,0,879
Elizabethkingia meningoseptica,0,756
Citrobacter freundii,0,1146
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,1152
Pseudomonas aeruginosa,0,1194
Acinetobacter baumannii,100,1252
Escherichia coli,6618,7764
Klebsiella variicola,0,861
Klebsiella variicola,60038,60899
Acinetobacter baumannii,100,1252
Escherichia coli,0,861
Bacillus subtilis,604735,606379
Desulfovibrio desulfuricans,118,1093
Acinetobacter tandoii,191231,191927
Acinetobacter rudis,274631,275453
Pandoraea norimbergensis,172,1030
Acinetobacter guillouiae,15484,16330
Acinetobacter proteolyticus,189485,190328
Acinetobacter schindleri,9160,9991
Acinetobacter baumannii,160178,161003
Klebsiella pneumoniae,55721,56522
Enterobacter cloacae,0,795
Campylobacter jejuni,0,747
Pandoraea sp.,1028,1880
Neisseria gonorrhoeae,45893,48284
Acinetobacter parvus,54862,55702
Acinetobacter baumannii,0,825
Acinetobacter baumannii,20,845
Brachyspira pilosicoli,0,810
Citrobacter koseri,0,903
Elizabethkingia meningoseptica,0,756
Pseudomonas aeruginosa,0,741
Klebsiella pneumoniae,0,861
Porphyromonas gingivalis,573191,573902
Escherichia coli,36107,36968
Neisseria gonorrhoeae,102,1848
Aeromonas hydrophila,111,906
Burkholderia dolosa,2298742,2301346
Escherichia coli,0,813
Mycobacterium tuberculosis,827542,828076
Campylobacter jejuni,0,747
Acinetobacter johnsonii,7525,8353
Acinetobacter baumannii,65770,66595
Brachyspira pilosicoli,0,810
Elizabethkingia meningoseptica,71,959
Escherichia coli,0,1146
Elizabethkingia meningoseptica,0,873
Escherichia coli,565,1306
Klebsiella variicola,0,861
Escherichia coli,0,813
Bacillus subtilis,275837,276758
Klebsiella pneumoniae,300,1425
Klebsiella pneumoniae,576795,577656
Mycobacterium tuberculosis,1471845,1473382
Acinetobacter baumannii,1121,1988
Klebsiella pneumoniae,0,861
Neisseria meningitidis,122,2519
Mycoplasma genitalium,242223,244569
Neisseria gonorrhoeae,0,2910
Neisseria gonorrhoeae,1332866,1333499
Neisseria gonorrhoeae,1478691,1480887
Mycobacterium tuberculosis,3568400,3568679
Acinetobacter baumannii,0,1152
Acinetobacter baumannii,0,741
Pseudomonas aeruginosa,0,741
Acinetobacter baumannii,100,925
Acinetobacter johnsonii,10443,11268
Acinetobacter baumannii,0,825
Acinetobacter baumannii,14,839
Brachyspira pilosicoli,0,807
Enterobacter cloacae,0,1146
Escherichia coli,0,1146
Klebsiella pneumoniae,5211,6093
Elizabethkingia meningoseptica,0,873
Klebsiella variicola,0,861
Klebsiella variicola,131908,132769
Escherichia coli,0,828
Mycobacterium tuberculosis,3336795,3337917
Mycobacterium tuberculosis,763369,767320
Mycobacterium tuberculosis,3877463,3878507
Shewanella sp.,2724285,2725083
uncultured bacterium,70,901
Acinetobacter baumannii,0,825
Escherichia coli,164,401
Acinetobacter baumannii,14,839
Brachyspira pilosicoli,0,810
Pseudomonas aeruginosa,0,1194
Mycobacterium tuberculosis,3255684,3262251
Mycobacterium tuberculosis,2391214,2392459
Acinetobacter baumannii,0,825
Acinetobacter sp.,114899,115730
Acinetobacter baumannii,12139,12964
Acinetobacter baumannii,25,850
Brachyspira pilosicoli,0,810
Klebsiella variicola,0,861
Mycobacterium tuberculosis,3262247,3267731
Mycobacterium tuberculosis,2726192,2726780
Escherichia coli,0,1626
Moraxella sp.,0,1617
Moraxella pluranimalium,0,1617
Aeromonas allosaccharophila,0,1623
Aeromonas caviae,6792,8418
Escherichia coli,49179,50805
Moraxella sp.,0,1626
Escherichia coli,0,1626
Aeromonas hydrophila,0,1626
Aeromonas hydrophila,0,1623
Aeromonas media,93,1719
Escherichia coli,316,1942
Salmonella enterica,4092,5718
Escherichia coli,18647,20273
Escherichia coli,0,1626
Klebsiella pneumoniae,23609,25229
Acinetobacter baumannii,341736,342561
Acinetobacter sp.,72684,73515
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,828
Brachyspira pilosicoli,0,810
Morganella morganii,951,2091
Klebsiella variicola,0,861
Escherichia coli,0,813
Mycobacterium tuberculosis,1673439,1674183
Mycobacterium tuberculosis,4268924,4269833
uncultured bacterium,12872,13757
Pseudomonas aeruginosa,0,1194
Exiguobacterium sp.,4289,5180
Brachybacterium paraconglomeratum,76478,77432
Brevibacillus brevis,0,927
Campylobacter jejuni,0,2912
Escherichia coli,725,1259
Acinetobacter baumannii,100,1252
Acinetobacter baumannii,0,1152
Enterobacter cloacae,0,1146
Escherichia coli,0,861
uncultured bacterium,0,1164
Acinetobacter baumannii,0,1152
Pseudomonas aeruginosa,2855,3092
Acinetobacter baumannii,0,1152
uncultured bacterium,0,1173
Streptomyces fradiae,1789,2632
Acinetobacter baumannii,0,1152
Escherichia coli,0,813
Vibrio cholerae,328,802
Klebsiella variicola,0,861
Vibrio cholerae,2347,2821
Aeromonas hydrophila,115,589
Klebsiella sp.,704,1178
Escherichia coli,131,590
Salmonella enterica,534,1008
Aeromonas hydrophila,1047,1296
Clostridium acetobutylicum,2323780,2324860
Pseudomonas aeruginosa,67103,67829
Vibrio cholerae,7412,7967
Moraxella osloensis,1701629,1703306
uncultured bacterium,0,1161
Acinetobacter baumannii,1557233,1558523
Acinetobacter baumannii,2255584,2256889
Acinetobacter baumannii,176,1655
Acinetobacter baumannii,3570600,3571947
Klebsiella pneumoniae,2483889,2484252
uncultured bacterium,0,1200
Klebsiella pneumoniae,2484238,2484568
uncultured bacterium,0,1167
uncultured bacterium,0,1164
uncultured bacterium,0,1164
Staphylococcus xylosus,47369,48101
uncultured bacterium,0,1167
uncultured bacterium,0,1158
Escherichia coli,0,861
Enterobacter cloacae,0,1146
Rhodococcus hoagii,0,813
Klebsiella sp.,22092,23265
Escherichia coli,61248,62787
Clostridioides difficile,0,1050
Acinetobacter sp.,64996,65827
Acinetobacter baumannii,0,825
Escherichia coli,0,792
Brachyspira pilosicoli,0,810
Erwinia persicina,0,882
Enterobacter cloacae,0,813
Mycobacterium tuberculosis,3276379,3282715
Mycobacterium tuberculosis,2156148,2156592
Providencia sp.,0,1197
Others,2076,2937
Klebsiella pneumoniae,5174,5507
Pseudomonas aeruginosa,1490,1838
sediment metagenome,102,1290
sediment metagenome,343,1531
Vibrio alginolyticus,12,756
Alcaligenes faecalis,4933,5713
Citrobacter freundii,20234,21380
Citrobacter freundii,158348,159263
Klebsiella pneumoniae,0,738
Escherichia coli,528,939
Enterococcus faecium,0,1074
Enterobacter asburiae,0,885
Enterobacter cloacae,0,891
Enterobacter cloacae,0,885
Enterobacter asburiae,55764,56649
Enterobacter sp.,146862,147759
Enterobacter asburiae,117922,118807
Enterobacter cloacae,0,897
Escherichia coli,0,876
Klebsiella oxytoca,0,876
Escherichia coli,0,876
Proteus mirabilis,0,876
Klebsiella pneumoniae,0,876
Escherichia coli,0,876
Acinetobacter baumannii,0,1152
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1215
Pseudomonas aeruginosa,0,339
Acinetobacter baumannii,0,1152
Salmonella enterica,24823,26038
Klebsiella pneumoniae,2173974,2175099
Bacillus anthracis,2933334,2933889
Escherichia coli,117276,117657
Staphylococcus aureus,39529,39904
Klebsiella pneumoniae,5123640,5125365
Moraxella pluranimalium,6897,7821
Klebsiella pneumoniae,4176809,4177223
Acinetobacter baumannii,521271,522372
Haemophilus influenzae,0,771
Klebsiella pneumoniae,304977,306633
Escherichia coli,3996374,3996926
Escherichia coli,3994770,3995580
Klebsiella pneumoniae,807206,809555
Cupriavidus gilardii,0,906
Cupriavidus gilardii,0,756
Cupriavidus gilardii,0,801
Pseudomonas aeruginosa,3450837,3451509
Pseudomonas aeruginosa,3451505,3452801
Pseudomonas aeruginosa,1950438,1951725
Pseudomonas aeruginosa,1951725,1952433
Pseudomonas aeruginosa,834,1020
Moraxella porci,80,1004
Moraxella sp.,11001,11919
uncultured bacterium,389,1307
uncultured bacterium,281,1199
uncultured bacterium,200,1118
Glaesserella parasuis,11257,12175
Thermus thermophilus,1266022,1266643
Thermus thermophilus,1534489,1537382
Vibrio cholerae,1831,2305
Enterobacter cloacae,0,810
Acinetobacter pittii,84797,85964
Mannheimia haemolytica,8,929
Macrococcus canis,17386,18847
Macrococcus canis,25516,26977
Macrococcus canis,17458,18658
Riemerella anatipestifer,1618244,1619006
Riemerella anatipestifer,1617468,1618245
Ralstonia pickettii,0,828
Ralstonia pickettii,0,816
Pseudomonas aeruginosa,0,894
Staphylococcus aureus,795,1647
Staphylococcus saprophyticus,1861,2185
Vibrio cholerae,188,521
Streptococcus pyogenes,210,942
Bacillus anthracis,3778398,3778818
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Mycobacterium tuberculosis,2153888,2156111
Mycobacterium tuberculosis,4326003,4327473
Mycobacterium tuberculosis,4326003,4327473
Mycobacterium tuberculosis,575347,576790
Mycolicibacterium smegmatis,926,1808
Aeromonas media,100,655
Enterobacter hormaechei,100,655
Pseudomonas aeruginosa,1021,1576
Escherichia coli,100,655
Klebsiella pneumoniae,11074,11629
Salmonella enterica,426089,426644
Serratia marcescens,1959,2514
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,789
Klebsiella pneumoniae,290,1103
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Acinetobacter baumannii,0,1152
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,345,1491
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Neisseria gonorrhoeae,0,861
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Acinetobacter sp.,60812,61658
Acinetobacter radioresistens,0,822
Acinetobacter radioresistens,0,822
Pseudomonas aeruginosa,0,1194
Staphylococcus aureus,2235374,2236817
Escherichia coli,3480172,3480595
Escherichia coli,137134,137647
Escherichia coli,10,1156
Escherichia coli,0,1146
Escherichia coli,851,1997
Escherichia coli,0,1146
Escherichia coli,0,1146
Escherichia coli,0,1146
Escherichia coli,0,1146
Escherichia coli,0,1146
Escherichia coli,0,1146
Escherichia coli,0,1146
Escherichia coli,0,1146
Escherichia coli,0,1149
Acinetobacter baumannii,0,1152
Escherichia coli,0,1146
Escherichia coli,0,1146
Escherichia coli,0,1146
